You are an expert in bioinformatics, sequencing technologies, genomics data analysis, and adjacent fields.

You are given findings from a MultiQC report, generated by a bioinformatics workflow.
MultiQC supports various bioinformatics tools that output QC metrics, and aggregates those metrics
into a single report. It outputs a "General Statistics" table with key metrics for each sample across
all tools. That table is followed by more detailed sections from specific tools, that can include tables,
as well as plots of different types (bar plot, line plot, scatter plot, heatmap, etc.)

You are given data from such a report. Your task is to analyse the data, and
give 1-2 bullet points of a very short and concise overall summary for the results.
Don't waste words: mention only the important QC issues. If there are no issues, just say so.
Just print one or two bullet points, nothing else.
Please do not add any extra headers to the response.

Use markdown to format your reponse for readability. Use directives with pre-defined classes
.text-green, .text-red, and .text-yellow to highlight severity, e.g. :span[39.2%]{.text-red}.
Highlight any mentioned sample names or sample named prefixes or suffixes with a sample directive,
and make sure to use the same color classes for severity, e.g. :sample[A1001.2003]{.text-yellow}
or :sample[A1001]{.text-yellow}. Do not put multiple sample names inside one directive.

You must use only multiples of 4 spaces to indent nested lists.



Two examples of short summaries:

- :span[11/13 samples]{.text-green} show consistent metrics within expected ranges.
- :sample[A1001.2003]{.text-red} and :sample[A1001.2004]{.text-red} exhibit extremely high percentage of :span[duplicates]{.text-red} (:span[65.54%]{.text-red} and :span[83.14%]{.text-red}, respectively).

- All samples show good quality metrics with :span[75.7-77.0%]{.text-green} CpG methylation and :span[76.3-86.0%]{.text-green} alignment rates
- :sample[2wk]{.text-yellow} samples show slightly higher duplication (:span[11-15%]{.text-yellow}) compared to :sample[1wk]{.text-green} samples (:span[6-9%]{.text-green})'



----------------------

Tools used in the report:

1. VEP
Description: <p>Determines the effect of variants on genes, transcripts and protein sequences, as well as regulatory regions.</p>
Links: https://www.ensembl.org/info/docs/tools/vep/index.html

----------------------

----------------------

Tool: VEP
Section: General Statistics
Section help text: Table showing general statistics of VEP annotation run
Title: VEP General Statistics

Plot type: violin plot

Number of samples: 215

Metrics:
Overlapped regulatory features - Overlapped regulatory features
Overlapped transcripts - Overlapped transcripts
Overlapped genes - Overlapped genes
Existing variants - Existing variants
Novel variants - Novel variants
Variants filtered out - Variants filtered out
Variants processed - Variants processed
Lines of input read - Lines of input read

|Sample Name|Overlapped regulatory features|Overlapped transcripts|Overlapped genes|Existing variants|Novel variants|Variants filtered out|Variants processed|Lines of input read|
|ESN_CYP2C9|51|nan|23|5|858|14|26|nan|17|17|52|19|nan|15|nan|16|nan|nan|nan|nan|
|ESN_CALU|35|20|58|nan|338|6|72|1|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|
|EAS_VKORC1|nan|11|14|8|118|54|7|2|nan|1|nan|11|nan|nan|nan|nan|nan|nan|nan|nan|
|EAS_UGT2B7|25|nan|18|15|1,104|260|115|14|1|32|nan|343|nan|2|nan|nan|nan|nan|nan|nan|
|EAS_OPRM1|89|13|100|48|5,221|168|523|10|nan|54|653|409|nan|nan|nan|nan|1|nan|nan|nan|
|EAS_GGCX|23|nan|83|72|1,049|84|488|1|69|46|248|195|nan|68|nan|nan|nan|nan|nan|nan|
|EAS_DRD2|nan|9|36|6|1,345|163|139|13|1|8|nan|205|1|1|nan|nan|nan|nan|nan|1|
|EAS_CYP4F2|88|3|32|15|1,489|212|66|nan|21|52|74|122|nan|nan|nan|nan|nan|nan|nan|nan|
|EAS_CYP2C9|35|nan|21|3|848|19|20|2|18|17|50|12|nan|18|nan|nan|nan|nan|nan|nan|
|EAS_CALU|59|20|105|1|1,177|28|218|4|nan|11|nan|nan|nan|nan|nan|nan|1|nan|nan|nan|
|CHS_VKORC1|nan|1|14|2|54|28|6|nan|nan|nan|nan|5|nan|nan|nan|nan|nan|nan|nan|nan|
|CHS_UGT2B7|9|nan|18|6|478|64|60|5|nan|17|nan|139|nan|nan|nan|nan|nan|nan|nan|nan|
|CHS_OPRM1|2|2|25|12|1,796|56|196|2|nan|19|217|148|nan|nan|nan|nan|nan|nan|nan|nan|
|CHS_GGCX|23|nan|16|26|441|20|210|nan|23|23|102|83|nan|23|nan|nan|nan|nan|nan|nan|
|CHS_DRD2|nan|5|15|1|536|70|71|4|nan|8|nan|81|nan|nan|nan|nan|nan|nan|nan|1|
|CHS_CYP4F2|52|3|16|11|839|92|38|nan|21|52|42|70|nan|nan|nan|nan|nan|nan|nan|nan|
|CHS_CYP2C9|nan|nan|18|1|167|7|4|1|nan|nan|10|2|nan|nan|nan|nan|nan|nan|nan|nan|
|CHS_CALU|11|5|53|nan|230|4|50|1|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|
|CHB_VKORC1|nan|8|nan|4|62|23|nan|1|nan|1|nan|6|nan|nan|nan|nan|nan|nan|nan|nan|
|CHB_UGT2B7|18|nan|12|12|660|178|66|8|nan|17|nan|187|nan|nan|nan|nan|nan|nan|nan|nan|
|CHB_OPRM1|35|4|43|19|2,194|61|250|2|nan|36|290|167|nan|nan|nan|nan|1|nan|nan|nan|
|CHB_GGCX|23|nan|36|37|590|65|132|1|26|23|140|112|nan|26|nan|nan|nan|nan|nan|nan|
|CHB_DRD2|nan|1|29|5|659|80|80|4|1|8|nan|100|1|1|nan|nan|nan|nan|nan|nan|
|CHB_CYP4F2|69|nan|17|9|585|117|37|nan|nan|19|28|44|nan|nan|nan|nan|nan|nan|nan|nan|
|CHB_CYP2C9|16|nan|3|nan|219|1|6|nan|nan|17|14|2|nan|nan|nan|nan|nan|nan|nan|nan|
|CHB_CALU|24|15|15|1|541|15|120|2|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|
|CEU_VKORC1|nan|5|7|5|62|27|4|1|nan|nan|nan|6|nan|nan|nan|nan|nan|1|nan|nan|
|CEU_UGT2B7|9|1|12|6|576|55|54|8|10|24|nan|150|nan|17|nan|nan|nan|nan|nan|nan|
|CEU_OPRM1|1|nan|53|10|2,397|67|296|4|nan|17|290|181|nan|nan|nan|nan|2|nan|nan|nan|
|CEU_GGCX|23|nan|66|50|647|26|293|nan|nan|46|160|126|nan|nan|nan|nan|nan|nan|nan|nan|
|CEU_DRD2|8|2|21|3|677|63|77|4|nan|25|nan|113|nan|nan|nan|nan|nan|nan|nan|nan|
|CEU_CYP4F2|86|3|2|11|1,027|146|42|nan|36|34|50|87|nan|34|nan|nan|nan|nan|19|nan|
|CEU_CYP2C9|33|nan|23|3|727|14|19|1|15|17|43|17|nan|nan|nan|nan|nan|nan|nan|nan|
|CEU_CALU|35|20|95|nan|602|11|62|3|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|
|CDX_VKORC1|nan|1|nan|1|42|14|nan|nan|nan|nan|nan|4|nan|nan|nan|nan|nan|nan|nan|nan|
|CDX_UGT2B7|16|nan|6|10|625|104|58|8|1|24|nan|176|nan|2|nan|nan|nan|nan|nan|nan|
|CDX_OPRM1|69|7|21|15|1,590|70|164|5|nan|3|182|120|nan|nan|nan|nan|nan|nan|nan|nan|
|CDX_GGCX|23|nan|40|47|609|27|201|nan|1|46|148|113|nan|nan|nan|nan|nan|nan|nan|nan|
|CDX_DRD2|nan|1|15|4|547|65|67|5|nan|8|nan|80|nan|nan|nan|nan|nan|nan|nan|nan|
|CDX_CYP4F2|nan|nan|15|1|267|9|8|nan|nan|nan|12|23|nan|nan|nan|nan|nan|nan|nan|nan|
|CDX_CYP2C9|nan|nan|nan|2|182|4|2|1|nan|nan|10|nan|nan|nan|nan|nan|nan|nan|nan|nan|
|CDX_CALU|24|nan|18|nan|330|5|65|1|nan|11|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|
|BEB_VKORC1|nan|nan|7|1|11|8|3|nan|nan|nan|nan|1|nan|nan|nan|nan|nan|nan|nan|nan|
|BEB_UGT2B7|9|1|12|9|319|34|35|1|nan|33|nan|80|nan|nan|nan|nan|nan|nan|nan|nan|
|BEB_OPRM1|17|2|15|8|712|41|69|1|nan|17|99|50|nan|nan|nan|nan|1|nan|nan|nan|
|BEB_GGCX|23|nan|29|25|283|14|31|nan|nan|23|76|55|nan|nan|nan|nan|nan|nan|nan|nan|
|BEB_DRD2|nan|1|15|nan|225|10|43|nan|nan|16|nan|39|nan|nan|nan|nan|nan|nan|nan|nan|
|BEB_CYP4F2|52|3|18|9|515|26|23|nan|21|34|24|44|nan|nan|nan|nan|nan|nan|nan|nan|
|BEB_CYP2C9|16|nan|5|1|207|3|7|nan|nan|17|13|8|nan|nan|nan|nan|nan|nan|nan|nan|
|BEB_CALU|35|5|25|nan|222|7|1|1|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|
|ASW_VKORC1|5|7|15|3|99|52|7|1|nan|4|nan|10|nan|nan|nan|nan|nan|nan|nan|nan|
|ASW_UGT2B7|16|2|8|15|759|84|63|9|2|55|nan|224|nan|9|nan|nan|nan|nan|nan|nan|
|ASW_OPRM1|52|20|55|21|2,435|91|206|5|nan|34|336|182|nan|nan|nan|nan|2|nan|nan|nan|
|ASW_GGCX|23|nan|33|41|820|72|255|1|nan|23|186|155|nan|nan|nan|nan|nan|nan|nan|nan|
|ASW_DRD2|nan|6|36|8|691|82|120|8|nan|42|nan|108|nan|3|nan|nan|nan|nan|nan|nan|
|ASW_CYP4F2|103|7|77|25|1,741|191|90|nan|40|82|84|147|nan|19|nan|nan|nan|nan|nan|nan|
|ASW_CYP2D6|33|nan|nan|1|1|3|nan|nan|nan|nan|1|1|nan|nan|nan|nan|nan|nan|nan|nan|
|ASW_CYP2C9|19|nan|41|3|564|17|31|nan|17|17|34|18|nan|nan|nan|nan|nan|nan|nan|nan|
|ASW_CALU|37|17|91|1|744|13|91|1|nan|24|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|
|AFR_VKORC1|9|27|37|26|270|227|33|16|nan|11|nan|25|nan|nan|nan|nan|nan|1|nan|nan|
|AFR_UGT2B7|37|6|50|32|2,317|427|225|28|12|69|nan|770|nan|9|nan|nan|9|2|nan|nan|
|AFR_OPRM1|189|85|317|109|15,423|726|1,426|47|13|51|1,929|1,150|2|14|1|nan|5|nan|nan|nan|
|AFR_GGCX|41|31|248|183|2,677|261|1,489|6|55|109|641|518|31|nan|nan|1|nan|nan|nan|nan|
|AFR_DRD2|9|19|112|17|3,284|315|361|29|8|50|nan|521|nan|3|1|nan|nan|nan|nan|nan|
|AFR_CYP4F2|183|23|191|43|4,451|579|266|nan|60|85|218|374|1|40|nan|nan|nan|nan|nan|nan|
|AFR_CYP2D6|62|nan|nan|2|2|6|11|nan|nan|4|2|2|nan|nan|nan|nan|nan|nan|nan|nan|
|AFR_CYP2C9|103|nan|136|16|3,958|74|155|nan|52|33|229|71|nan|36|nan|16|nan|nan|nan|nan|
|AFR_CALU|62|113|336|5|3,613|78|434|24|25|48|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|
|ACB_VKORC1|6|1|15|7|59|63|10|3|nan|5|nan|6|nan|nan|nan|nan|nan|nan|nan|nan|
|ACB_UGT2B7|9|2|21|22|1,255|286|120|17|1|54|nan|408|nan|9|nan|nan|nan|nan|nan|nan|
|ACB_OPRM1|44|51|82|36|6,564|286|548|18|nan|22|790|492|nan|nan|nan|nan|3|nan|nan|nan|
|ACB_GGCX|23|27|94|91|1,087|49|700|1|27|90|269|207|nan|nan|nan|1|nan|nan|nan|nan|
|ACB_DRD2|9|5|43|11|1,408|144|172|7|nan|42|nan|218|nan|nan|1|nan|nan|nan|nan|nan|
|ACB_CYP4F2|117|21|82|27|2,086|271|95|nan|42|82|105|176|1|21|nan|nan|nan|nan|nan|nan|
|ACB_CYP2D6|33|nan|nan|1|1|3|nan|nan|nan|nan|1|1|nan|nan|nan|nan|nan|nan|nan|nan|
|ACB_CYP2C9|35|nan|21|8|1,664|36|62|nan|32|17|94|26|nan|nan|nan|nan|nan|nan|nan|nan|
|ACB_CALU|11|48|102|1|1,630|37|167|14|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|


----------------------

Tool: VEP
Section: SIFT summary
Section description: SIFT variant effect prediction.
Title: VEP: SIFT summary

Plot type: bar plot
Values: Number of variants

|Sample|Tolerated|Tolerated low confidence|Deleterious low confidence|Deleterious|
|---|---|---|---|---|
|YRI_VKORC1|1|1|3|nan|
|YRI_UGT2B7|nan|4|nan|nan|
|YRI_OPRM1|10|16|52|nan|
|YRI_GGCX|9|nan|nan|nan|
|YRI_CYP4F2|3|15|20|nan|
|YRI_CYP2C9|nan|3|2|nan|
|YRI_CALU|28|1|nan|nan|
|TSI_UGT2B7|nan|4|nan|nan|
|TSI_OPRM1|nan|16|13|2|
|TSI_GGCX|9|nan|nan|nan|
|TSI_CYP4F2|nan|5|20|nan|
|TSI_CYP2C9|nan|nan|1|nan|
|TSI_CALU|28|1|nan|nan|
|STU_UGT2B7|nan|4|nan|nan|
|STU_OPRM1|nan|1|13|2|
|STU_CYP4F2|nan|nan|5|nan|
|STU_CALU|19|1|nan|nan|
|SAS_VKORC1|2|nan|nan|8|
|SAS_UGT2B7|nan|5|nan|nan|
|SAS_OPRM1|nan|16|14|2|
|SAS_GGCX|9|nan|nan|nan|
|SAS_DRD2|2|nan|nan|6|
|SAS_CYP4F2|2|10|15|1|
|SAS_CYP2C9|nan|2|2|nan|
|SAS_CALU|28|1|nan|nan|
|PJL_VKORC1|nan|nan|nan|4|
|PJL_UGT2B7|nan|4|nan|nan|
|PJL_OPRM1|nan|16|1|nan|
|PJL_GGCX|9|nan|nan|nan|
|PJL_DRD2|2|nan|nan|6|
|PJL_CYP4F2|nan|5|10|1|
|PJL_CYP2C9|nan|nan|1|nan|
|PJL_CALU|19|1|nan|nan|
|MSL_VKORC1|1|1|5|nan|
|MSL_UGT2B7|nan|4|2|nan|
|MSL_OPRM1|nan|31|4|3|
|MSL_GGCX|9|nan|nan|nan|
|MSL_CYP4F2|2|10|15|nan|
|MSL_CYP2C9|nan|nan|5|nan|
|MSL_CALU|29|1|nan|nan|
|LWK_VKORC1|1|1|3|nan|
|LWK_UGT2B7|nan|4|nan|nan|
|LWK_OPRM1|2|29|nan|nan|
|LWK_GGCX|9|nan|nan|6|
|LWK_CYP4F2|2|10|25|nan|
|LWK_CYP2C9|nan|3|2|nan|
|LWK_CALU|28|1|nan|nan|
|KHV_UGT2B7|nan|4|nan|nan|
|KHV_OPRM1|nan|1|13|2|
|KHV_GGCX|9|nan|nan|nan|
|KHV_CYP4F2|nan|5|5|nan|
|KHV_CYP2C9|nan|2|1|nan|
|KHV_CALU|19|1|nan|nan|
|JPT_OPRM1|nan|1|nan|nan|
|JPT_CYP4F2|nan|nan|5|nan|
|JPT_CALU|nan|nan|1|19|
|ITU_VKORC1|2|nan|nan|4|
|ITU_UGT2B7|nan|4|nan|nan|
|ITU_OPRM1|nan|1|13|2|
|ITU_CYP4F2|nan|nan|5|nan|
|ITU_CALU|9|nan|nan|nan|
|IBS_UGT2B7|nan|4|nan|nan|
|IBS_OPRM1|nan|1|14|2|
|IBS_GGCX|9|nan|nan|nan|
|IBS_CYP4F2|2|10|10|nan|
|IBS_CYP2C9|nan|2|2|nan|
|IBS_CALU|28|1|nan|nan|
|GWD_VKORC1|1|1|4|nan|
|GWD_UGT2B7|nan|7|3|nan|
|GWD_OPRM1|nan|1|2|10|
|GWD_GGCX|9|nan|nan|nan|
|GWD_CYP4F2|nan|5|11|nan|
|GWD_CYP2C9|nan|nan|1|nan|
|GWD_CALU|19|1|nan|nan|
|GIH_UGT2B7|nan|5|nan|nan|
|GIH_OPRM1|nan|1|13|2|
|GIH_DRD2|2|nan|nan|6|
|GIH_CYP4F2|2|10|5|nan|
|GIH_CYP2C9|nan|2|2|nan|
|GIH_CALU|19|1|nan|nan|
|GBR_UGT2B7|nan|4|nan|nan|
|GBR_OPRM1|nan|1|31|2|
|GBR_GGCX|9|nan|nan|nan|
|GBR_CYP4F2|2|10|15|nan|
|GBR_CYP2C9|nan|nan|1|nan|
|GBR_CALU|28|1|nan|nan|
|FIN_VKORC1|nan|nan|nan|4|
|FIN_UGT2B7|nan|4|nan|nan|
|FIN_OPRM1|nan|1|26|4|
|FIN_GGCX|9|nan|nan|nan|
|FIN_DRD2|8|nan|nan|nan|
|FIN_CYP4F2|2|10|10|nan|
|FIN_CYP2C9|nan|nan|1|nan|
|FIN_CALU|9|nan|nan|nan|
|EUR_VKORC1|nan|nan|nan|4|
|EUR_UGT2B7|nan|4|nan|nan|
|EUR_OPRM1|nan|16|44|4|
|EUR_GGCX|9|nan|nan|nan|
|EUR_DRD2|10|nan|nan|6|
|EUR_CYP4F2|2|10|25|2|
|EUR_CYP2C9|nan|2|2|nan|
|EUR_CALU|28|1|nan|nan|
|ESN_VKORC1|1|1|3|nan|
|ESN_UGT2B7|nan|4|nan|nan|
|ESN_OPRM1|nan|16|3|nan|
|ESN_GGCX|9|nan|nan|nan|
|ESN_CYP4F2|2|10|15|nan|
|ESN_CYP2D6|3|nan|nan|nan|
|ESN_CYP2C9|nan|3|3|nan|
|ESN_CALU|28|1|nan|nan|
|EAS_UGT2B7|nan|11|nan|nan|
|EAS_OPRM1|2|20|65|2|
|EAS_GGCX|9|nan|nan|nan|
|EAS_CYP4F2|4|10|15|nan|
|EAS_CYP2C9|nan|2|2|nan|
|EAS_CALU|28|1|1|19|
|CHS_UGT2B7|nan|4|nan|nan|
|CHS_OPRM1|1|1|nan|nan|
|CHS_GGCX|9|nan|nan|nan|
|CHS_CYP4F2|2|10|5|nan|
|CHS_CALU|9|nan|nan|nan|
|CHB_UGT2B7|nan|8|nan|nan|
|CHB_OPRM1|1|2|30|2|
|CHB_GGCX|9|nan|nan|nan|
|CHB_CYP4F2|2|5|15|nan|
|CHB_CYP2C9|nan|nan|1|nan|
|CHB_CALU|19|1|nan|nan|
|CEU_UGT2B7|nan|4|nan|nan|
|CEU_OPRM1|nan|1|nan|nan|
|CEU_GGCX|9|nan|nan|nan|
|CEU_DRD2|2|nan|nan|6|
|CEU_CYP4F2|2|10|20|2|
|CEU_CYP2C9|nan|2|2|nan|
|CEU_CALU|28|1|nan|nan|
|CDX_UGT2B7|nan|7|nan|nan|
|CDX_OPRM1|nan|19|48|2|
|CDX_GGCX|9|nan|nan|nan|
|CDX_CALU|19|1|nan|nan|
|BEB_UGT2B7|nan|4|nan|nan|
|BEB_OPRM1|nan|1|14|2|
|BEB_GGCX|9|nan|nan|nan|
|BEB_CYP4F2|2|10|5|nan|
|BEB_CYP2C9|nan|nan|1|nan|
|BEB_CALU|28|1|nan|nan|
|ASW_VKORC1|1|1|3|nan|
|ASW_UGT2B7|nan|7|nan|nan|
|ASW_OPRM1|nan|16|34|2|
|ASW_GGCX|9|nan|nan|nan|
|ASW_CYP4F2|2|10|20|nan|
|ASW_CYP2D6|1|nan|nan|2|
|ASW_CYP2C9|nan|3|nan|nan|
|ASW_CALU|28|1|2|nan|
|AFR_VKORC1|1|2|6|nan|
|AFR_UGT2B7|nan|10|5|nan|
|AFR_OPRM1|22|61|90|15|
|AFR_GGCX|9|nan|nan|6|
|AFR_DRD2|nan|nan|1|8|
|AFR_CYP4F2|3|20|36|nan|
|AFR_CYP2D6|4|nan|nan|2|
|AFR_CYP2C9|nan|5|8|nan|
|AFR_CALU|48|2|2|nan|
|ACB_VKORC1|1|2|3|nan|
|ACB_UGT2B7|nan|4|nan|nan|
|ACB_OPRM1|20|18|5|nan|
|ACB_GGCX|9|nan|nan|nan|
|ACB_DRD2|nan|nan|1|8|
|ACB_CYP4F2|2|15|20|nan|
|ACB_CYP2D6|1|nan|nan|2|
|ACB_CYP2C9|nan|2|3|nan|
|ACB_CALU|9|nan|nan|nan|

----------------------

Tool: VEP
Section: PolyPhen summary
Section description: PolyPhen variant effect prediction.
Title: VEP: PolyPhen summary

Plot type: bar plot
Values: Number of variants

|Sample|Benign|Possibly damaging|Probably damaging|Unknown|
|---|---|---|---|---|
|YRI_VKORC1|nan|2|1|2|
|YRI_UGT2B7|4|nan|nan|nan|
|YRI_OPRM1|27|9|41|1|
|YRI_GGCX|9|nan|nan|nan|
|YRI_CYP4F2|25|4|9|nan|
|YRI_CYP2C9|5|nan|nan|nan|
|YRI_CALU|29|nan|nan|nan|
|TSI_UGT2B7|4|nan|nan|nan|
|TSI_OPRM1|25|3|2|1|
|TSI_GGCX|9|nan|nan|nan|
|TSI_CYP4F2|12|4|9|nan|
|TSI_CYP2C9|1|nan|nan|nan|
|TSI_CALU|29|nan|nan|nan|
|STU_UGT2B7|4|nan|nan|nan|
|STU_OPRM1|10|3|2|1|
|STU_CYP4F2|1|nan|4|nan|
|STU_CALU|20|nan|nan|nan|
|SAS_VKORC1|3|4|3|nan|
|SAS_UGT2B7|5|nan|nan|nan|
|SAS_OPRM1|25|3|2|2|
|SAS_GGCX|9|nan|nan|nan|
|SAS_DRD2|1|7|nan|nan|
|SAS_CYP4F2|18|1|9|nan|
|SAS_CYP2C9|1|1|2|nan|
|SAS_CALU|29|nan|nan|nan|
|PJL_VKORC1|1|2|1|nan|
|PJL_UGT2B7|4|nan|nan|nan|
|PJL_OPRM1|15|nan|nan|2|
|PJL_GGCX|9|nan|nan|nan|
|PJL_DRD2|1|7|nan|nan|
|PJL_CYP4F2|10|1|5|nan|
|PJL_CYP2C9|1|nan|nan|nan|
|PJL_CALU|20|nan|nan|nan|
|MSL_VKORC1|nan|2|1|4|
|MSL_UGT2B7|4|2|nan|nan|
|MSL_OPRM1|31|2|3|2|
|MSL_GGCX|9|nan|nan|nan|
|MSL_CYP4F2|18|4|5|nan|
|MSL_CYP2C9|2|nan|3|nan|
|MSL_CALU|30|nan|nan|nan|
|LWK_VKORC1|nan|2|1|2|
|LWK_UGT2B7|4|nan|nan|nan|
|LWK_OPRM1|30|nan|nan|1|
|LWK_GGCX|9|nan|6|nan|
|LWK_CYP4F2|20|8|9|nan|
|LWK_CYP2C9|5|nan|nan|nan|
|LWK_CALU|29|nan|nan|nan|
|KHV_UGT2B7|4|nan|nan|nan|
|KHV_OPRM1|10|3|2|1|
|KHV_GGCX|9|nan|nan|nan|
|KHV_CYP4F2|10|nan|nan|nan|
|KHV_CYP2C9|3|nan|nan|nan|
|KHV_CALU|20|nan|nan|nan|
|JPT_OPRM1|nan|nan|nan|1|
|JPT_CYP4F2|1|nan|4|nan|
|JPT_CALU|nan|nan|20|nan|
|ITU_VKORC1|2|2|2|nan|
|ITU_UGT2B7|4|nan|nan|nan|
|ITU_OPRM1|10|3|2|1|
|ITU_CYP4F2|1|nan|4|nan|
|ITU_CALU|9|nan|nan|nan|
|IBS_UGT2B7|4|nan|nan|nan|
|IBS_OPRM1|10|3|2|2|
|IBS_GGCX|9|nan|nan|nan|
|IBS_CYP4F2|18|nan|4|nan|
|IBS_CYP2C9|1|1|2|nan|
|IBS_CALU|29|nan|nan|nan|
|GWD_VKORC1|nan|2|1|3|
|GWD_UGT2B7|10|nan|nan|nan|
|GWD_OPRM1|nan|10|1|2|
|GWD_GGCX|9|nan|nan|nan|
|GWD_CYP4F2|6|nan|9|1|
|GWD_CYP2C9|nan|nan|1|nan|
|GWD_CALU|20|nan|nan|nan|
|GIH_UGT2B7|5|nan|nan|nan|
|GIH_OPRM1|10|3|2|1|
|GIH_DRD2|1|7|nan|nan|
|GIH_CYP4F2|13|nan|4|nan|
|GIH_CYP2C9|1|1|2|nan|
|GIH_CALU|20|nan|nan|nan|
|GBR_UGT2B7|4|nan|nan|nan|
|GBR_OPRM1|24|3|5|2|
|GBR_GGCX|9|nan|nan|nan|
|GBR_CYP4F2|18|4|5|nan|
|GBR_CYP2C9|1|nan|nan|nan|
|GBR_CALU|29|nan|nan|nan|
|FIN_VKORC1|nan|nan|4|nan|
|FIN_UGT2B7|4|nan|nan|nan|
|FIN_OPRM1|22|3|5|1|
|FIN_GGCX|9|nan|nan|nan|
|FIN_DRD2|8|nan|nan|nan|
|FIN_CYP4F2|14|nan|8|nan|
|FIN_CYP2C9|1|nan|nan|nan|
|FIN_CALU|9|nan|nan|nan|
|EUR_VKORC1|nan|nan|4|nan|
|EUR_UGT2B7|4|nan|nan|nan|
|EUR_OPRM1|51|3|8|2|
|EUR_GGCX|9|nan|nan|nan|
|EUR_DRD2|9|7|nan|nan|
|EUR_CYP4F2|19|4|16|nan|
|EUR_CYP2C9|1|1|2|nan|
|EUR_CALU|29|nan|nan|nan|
|ESN_VKORC1|nan|2|1|2|
|ESN_UGT2B7|4|nan|nan|nan|
|ESN_OPRM1|16|nan|nan|3|
|ESN_GGCX|9|nan|nan|nan|
|ESN_CYP4F2|18|4|5|nan|
|ESN_CYP2D6|3|nan|nan|nan|
|ESN_CYP2C9|6|nan|nan|nan|
|ESN_CALU|29|nan|nan|nan|
|EAS_UGT2B7|11|nan|nan|nan|
|EAS_OPRM1|39|13|34|3|
|EAS_GGCX|9|nan|nan|nan|
|EAS_CYP4F2|24|nan|5|nan|
|EAS_CYP2C9|4|nan|nan|nan|
|EAS_CALU|29|nan|20|nan|
|CHS_UGT2B7|4|nan|nan|nan|
|CHS_OPRM1|nan|1|nan|1|
|CHS_GGCX|9|nan|nan|nan|
|CHS_CYP4F2|13|nan|4|nan|
|CHS_CALU|9|nan|nan|nan|
|CHB_UGT2B7|8|nan|nan|nan|
|CHB_OPRM1|12|5|17|1|
|CHB_GGCX|9|nan|nan|nan|
|CHB_CYP4F2|17|nan|5|nan|
|CHB_CYP2C9|1|nan|nan|nan|
|CHB_CALU|20|nan|nan|nan|
|CEU_UGT2B7|4|nan|nan|nan|
|CEU_OPRM1|nan|nan|nan|1|
|CEU_GGCX|9|nan|nan|nan|
|CEU_DRD2|1|7|nan|nan|
|CEU_CYP4F2|18|4|12|nan|
|CEU_CYP2C9|1|1|2|nan|
|CEU_CALU|29|nan|nan|nan|
|CDX_UGT2B7|7|nan|nan|nan|
|CDX_OPRM1|37|10|19|3|
|CDX_GGCX|9|nan|nan|nan|
|CDX_CALU|20|nan|nan|nan|
|BEB_UGT2B7|4|nan|nan|nan|
|BEB_OPRM1|10|3|2|2|
|BEB_GGCX|9|nan|nan|nan|
|BEB_CYP4F2|13|nan|4|nan|
|BEB_CYP2C9|1|nan|nan|nan|
|BEB_CALU|29|nan|nan|nan|
|ASW_VKORC1|nan|2|1|2|
|ASW_UGT2B7|7|nan|nan|nan|
|ASW_OPRM1|28|4|18|2|
|ASW_GGCX|9|nan|nan|nan|
|ASW_CYP4F2|19|4|9|nan|
|ASW_CYP2D6|3|nan|nan|nan|
|ASW_CYP2C9|3|nan|nan|nan|
|ASW_CALU|30|1|nan|nan|
|AFR_VKORC1|nan|2|1|6|
|AFR_UGT2B7|13|2|nan|nan|
|AFR_OPRM1|96|25|63|4|
|AFR_GGCX|9|nan|6|nan|
|AFR_DRD2|nan|2|7|nan|
|AFR_CYP4F2|32|8|18|1|
|AFR_CYP2D6|6|nan|nan|nan|
|AFR_CYP2C9|6|1|6|nan|
|AFR_CALU|51|1|nan|nan|
|ACB_VKORC1|nan|2|1|3|
|ACB_UGT2B7|4|nan|nan|nan|
|ACB_OPRM1|40|nan|nan|3|
|ACB_GGCX|9|nan|nan|nan|
|ACB_DRD2|nan|2|7|nan|
|ACB_CYP4F2|24|4|9|nan|
|ACB_CYP2D6|3|nan|nan|nan|
|ACB_CYP2C9|2|1|2|nan|
|ACB_CALU|9|nan|nan|nan|

----------------------

Tool: VEP
Section: Variants by chromosome
Section description: Number of variants found on each chromosome.
Title: VEP: Variants by chromosome

Plot type: bar plot
Values: Number of variants

|Sample|chr2|chr4|chr6|chr7|chr10|chr11|chr16|chr19|chr22|
|---|---|---|---|---|---|---|---|---|---|
|YRI_VKORC1|nan%|nan%|nan%|nan%|nan%|nan%|100%|nan%|nan%|
|YRI_UGT2B7|nan%|100%|nan%|nan%|nan%|nan%|nan%|nan%|nan%|
