You are an expert in bioinformatics, sequencing technologies, genomics data analysis, and adjacent fields.

You are given findings from a MultiQC report, generated by a bioinformatics workflow.
MultiQC supports various bioinformatics tools that output QC metrics, and aggregates those metrics
into a single report. It outputs a "General Statistics" table with key metrics for each sample across
all tools. That table is followed by more detailed sections from specific tools, that can include tables,
as well as plots of different types (bar plot, line plot, scatter plot, heatmap, etc.)

You are given data from such a report. Your task is to analyse the data, and
give 1-2 bullet points of a very short and concise overall summary for the results.
Don't waste words: mention only the important QC issues. If there are no issues, just say so.
Just print one or two bullet points, nothing else.
Please do not add any extra headers to the response.

Use markdown to format your reponse for readability. Use directives with pre-defined classes
.text-green, .text-red, and .text-yellow to highlight severity, e.g. :span[39.2%]{.text-red}.
Highlight any mentioned sample names or sample named prefixes or suffixes with a sample directive,
and make sure to use the same color classes for severity, e.g. :sample[A1001.2003]{.text-yellow}
or :sample[A1001]{.text-yellow}. Do not put multiple sample names inside one directive.

You must use only multiples of 4 spaces to indent nested lists.



Two examples of short summaries:

- :span[11/13 samples]{.text-green} show consistent metrics within expected ranges.
- :sample[A1001.2003]{.text-red} and :sample[A1001.2004]{.text-red} exhibit extremely high percentage of :span[duplicates]{.text-red} (:span[65.54%]{.text-red} and :span[83.14%]{.text-red}, respectively).

- All samples show good quality metrics with :span[75.7-77.0%]{.text-green} CpG methylation and :span[76.3-86.0%]{.text-green} alignment rates
- :sample[2wk]{.text-yellow} samples show slightly higher duplication (:span[11-15%]{.text-yellow}) compared to :sample[1wk]{.text-green} samples (:span[6-9%]{.text-green})'



----------------------

Tools used in the report:

1. Samtools
Description: <p>Toolkit for interacting with BAM/CRAM files.</p>
Links: http://www.htslib.org

----------------------

----------------------

Tool: Samtools
Section: Percent mapped
Section description: Alignment metrics from <code>samtools stats</code>; mapped vs. unmapped reads vs. reads mapped with MQ0.
Section help text: For a set of samples that have come from the same multiplexed library,
similar numbers of reads for each sample are expected. Large differences in numbers might
indicate issues during the library preparation process. Whilst large differences in read
numbers may be controlled for in downstream processings (e.g. read count normalisation),
you may wish to consider whether the read depths achieved have fallen below recommended
levels depending on the applications.
Low alignment rates could indicate contamination of samples (e.g. adapter sequences),
low sequencing quality or other artefacts. These can be further investigated in the
sequence level QC (e.g. from FastQC).
Reads mapped with MQ0 often indicate that the reads are ambiguously mapped to multiple
locations in the reference sequence. This can be due to repetitive regions in the genome,
the presence of alternative contigs in the reference, or due to reads that are too short
to be uniquely mapped. These reads are often filtered out in downstream analyses.
Title: Samtools: stats: Alignment Scores

Plot type: bar plot
Values: # Reads

|Sample|Mapped (with MQ>0)|MQ0|Unmapped|
NA18870 chr1: 0, chr10: 0, chr11: 0, chr12: 0, chr13: 0, chr14: 0, chr15: 0, chr16: 0, chr17: 0, chr18: 0, chr19: 0, chr2: 0, chr20: 0, chr21: 0, chr22: 0, chr3: 0, chr4: 0, chr5: 0, chr6: 0, chr7: 0, chr8: 0, chr9: 0, chr16_KI270853v1_alt: 0, chr17_KI270857v1_alt: 0, chr15_KI270905v1_alt: 0, chrX: 0, chrY: 0

NA18946 chr1: 0, chr10: 0, chr11: 0, chr12: 0, chr13: 0, chr14: 0, chr15: 0, chr16: 0, chr17: 0, chr18: 0, chr19: 0, chr2: 0, chr20: 0, chr21: 0, chr22: 0, chr3: 0, chr4: 0, chr5: 0, chr6: 0, chr7: 0, chr8: 0, chr9: 0, chr16_KI270853v1_alt: 0, chr17_KI270857v1_alt: 0, chr15_KI270905v1_alt: 0, chrX: 0, chrY: 0

NA18993 chr1: 0, chr10: 0, chr11: 0, chr12: 0, chr13: 0, chr14: 0, chr15: 0, chr16: 0, chr17: 0, chr18: 0, chr19: 0, chr2: 0, chr20: 0, chr21: 0, chr22: 0, chr3: 0, chr4: 0, chr5: 0, chr6: 0, chr7: 0, chr8: 0, chr9: 0, chr16_KI270853v1_alt: 0, chr17_KI270857v1_alt: 0, chr15_KI270905v1_alt: 0, chrX: 0, chrY: 0

NA19001 chr1: 0, chr10: 0, chr11: 0, chr12: 0, chr13: 0, chr14: 0, chr15: 0, chr16: 0, chr17: 0, chr18: 0, chr19: 0, chr2: 0, chr20: 0, chr21: 0, chr22: 0, chr3: 0, chr4: 0, chr5: 0, chr6: 0, chr7: 0, chr8: 0, chr9: 0, chr16_KI270853v1_alt: 0, chr17_KI270857v1_alt: 0, chr15_KI270905v1_alt: 0, chrX: 0, chrY: 0

NA19020 chr1: 0, chr10: 0, chr11: 0, chr12: 0, chr13: 0, chr14: 0, chr15: 0, chr16: 0, chr17: 0, chr18: 0, chr19: 0, chr2: 0, chr20: 0, chr21: 0, chr22: 0, chr3: 0, chr4: 0, chr5: 0, chr6: 0, chr7: 0, chr8: 0, chr9: 0, chr16_KI270853v1_alt: 0, chr17_KI270857v1_alt: 0, chr15_KI270905v1_alt: 0, chrX: 0, chrY: 0

NA19036 chr1: 0, chr10: 0, chr11: 0, chr12: 0, chr13: 0, chr14: 0, chr15: 0, chr16: 0, chr17: 0, chr18: 0, chr19: 0, chr2: 0, chr20: 0, chr21: 0, chr22: 0, chr3: 0, chr4: 0, chr5: 0, chr6: 0, chr7: 0, chr8: 0, chr9: 0, chr16_KI270853v1_alt: 0, chr17_KI270857v1_alt: 0, chr15_KI270905v1_alt: 0, chrX: 0, chrY: 0

NA19175 chr1: 0, chr10: 0, chr11: 0, chr12: 0, chr13: 0, chr14: 0, chr15: 0, chr16: 0, chr17: 0, chr18: 0, chr19: 0, chr2: 0, chr20: 0, chr21: 0, chr22: 0, chr3: 0, chr4: 0, chr5: 0, chr6: 0, chr7: 0, chr8: 0, chr9: 0, chr16_KI270853v1_alt: 0, chr17_KI270857v1_alt: 0, chr15_KI270905v1_alt: 0, chrX: 0, chrY: 0

NA19184 chr1: 0, chr10: 0, chr11: 0, chr12: 0, chr13: 0, chr14: 0, chr15: 0, chr16: 0, chr17: 0, chr18: 0, chr19: 0, chr2: 0, chr20: 0, chr21: 0, chr22: 0, chr3: 0, chr4: 0, chr5: 0, chr6: 0, chr7: 0, chr8: 0, chr9: 0, chr16_KI270853v1_alt: 0, chr17_KI270857v1_alt: 0, chr15_KI270905v1_alt: 0, chrX: 0, chrY: 0

NA19201 chr1: 0, chr10: 0, chr11: 0, chr12: 0, chr13: 0, chr14: 0, chr15: 0, chr16: 0, chr17: 0, chr18: 0, chr19: 0, chr2: 0, chr20: 0, chr21: 0, chr22: 0, chr3: 0, chr4: 0, chr5: 0, chr6: 0, chr7: 0, chr8: 0, chr9: 0, chr16_KI270853v1_alt: 0, chr17_KI270857v1_alt: 0, chr15_KI270905v1_alt: 0, chrX: 0, chrY: 0

NA19307 chr1: 0, chr10: 0, chr11: 0, chr12: 0, chr13: 0, chr14: 0, chr15: 0, chr16: 0, chr17: 0, chr18: 0, chr19: 0, chr2: 0, chr20: 0, chr21: 0, chr22: 0, chr3: 0, chr4: 0, chr5: 0, chr6: 0, chr7: 0, chr8: 0, chr9: 0, chr16_KI270853v1_alt: 0, chr17_KI270857v1_alt: 0, chr15_KI270905v1_alt: 0, chrX: 0, chrY: 0

NA19324 chr1: 0, chr10: 0, chr11: 0, chr12: 0, chr13: 0, chr14: 0, chr15: 0, chr16: 0, chr17: 0, chr18: 0, chr19: 0, chr2: 0, chr20: 0, chr21: 0, chr22: 0, chr3: 0, chr4: 0, chr5: 0, chr6: 0, chr7: 0, chr8: 0, chr9: 0, chr16_KI270853v1_alt: 0, chr17_KI270857v1_alt: 0, chr15_KI270905v1_alt: 0, chrX: 0, chrY: 0

NA19347 chr1: 0, chr10: 0, chr11: 0, chr12: 0, chr13: 0, chr14: 0, chr15: 0, chr16: 0, chr17: 0, chr18: 0, chr19: 0, chr2: 0, chr20: 0, chr21: 0, chr22: 0, chr3: 0, chr4: 0, chr5: 0, chr6: 0, chr7: 0, chr8: 0, chr9: 0, chr16_KI270853v1_alt: 0, chr17_KI270857v1_alt: 0, chr15_KI270905v1_alt: 0, chrX: 0, chrY: 0

NA19372 chr1: 0, chr10: 0, chr11: 0, chr12: 0, chr13: 0, chr14: 0, chr15: 0, chr16: 0, chr17: 0, chr18: 0, chr19: 0, chr2: 0, chr20: 0, chr21: 0, chr22: 0, chr3: 0, chr4: 0, chr5: 0, chr6: 0, chr7: 0, chr8: 0, chr9: 0, chr16_KI270853v1_alt: 0, chr17_KI270857v1_alt: 0, chr15_KI270905v1_alt: 0, chrX: 0, chrY: 0

NA19922 chr1: 0, chr10: 0, chr11: 0, chr12: 0, chr13: 0, chr14: 0, chr15: 0, chr16: 0, chr17: 0, chr18: 0, chr19: 0, chr2: 0, chr20: 0, chr21: 0, chr22: 0, chr3: 0, chr4: 0, chr5: 0, chr6: 0, chr7: 0, chr8: 0, chr9: 0, chr16_KI270853v1_alt: 0, chr17_KI270857v1_alt: 0, chr15_KI270905v1_alt: 0, chrX: 0, chrY: 0

NA20274 chr1: 0, chr10: 0, chr11: 0, chr12: 0, chr13: 0, chr14: 0, chr15: 0, chr16: 0, chr17: 0, chr18: 0, chr19: 0, chr2: 0, chr20: 0, chr21: 0, chr22: 0, chr3: 0, chr4: 0, chr5: 0, chr6: 0, chr7: 0, chr8: 0, chr9: 0, chr16_KI270853v1_alt: 0, chr17_KI270857v1_alt: 0, chr15_KI270905v1_alt: 0, chrX: 0, chrY: 0

NA20339 chr1: 0, chr10: 0, chr11: 0, chr12: 0, chr13: 0, chr14: 0, chr15: 0, chr16: 0, chr17: 0, chr18: 0, chr19: 0, chr2: 0, chr20: 0, chr21: 0, chr22: 0, chr3: 0, chr4: 0, chr5: 0, chr6: 0, chr7: 0, chr8: 0, chr9: 0, chr16_KI270853v1_alt: 0, chr17_KI270857v1_alt: 0, chr15_KI270905v1_alt: 0, chrX: 0, chrY: 0

NA20342 chr1: 0, chr10: 0, chr11: 0, chr12: 0, chr13: 0, chr14: 0, chr15: 0, chr16: 0, chr17: 0, chr18: 0, chr19: 0, chr2: 0, chr20: 0, chr21: 0, chr22: 0, chr3: 0, chr4: 0, chr5: 0, chr6: 0, chr7: 0, chr8: 0, chr9: 0, chr16_KI270853v1_alt: 0, chr17_KI270857v1_alt: 0, chr15_KI270905v1_alt: 0, chrX: 0, chrY: 0

NA20351 chr1: 0, chr10: 0, chr11: 0, chr12: 0, chr13: 0, chr14: 0, chr15: 0, chr16: 0, chr17: 0, chr18: 0, chr19: 0, chr2: 0, chr20: 0, chr21: 0, chr22: 0, chr3: 0, chr4: 0, chr5: 0, chr6: 0, chr7: 0, chr8: 0, chr9: 0, chr16_KI270853v1_alt: 0, chr17_KI270857v1_alt: 0, chr15_KI270905v1_alt: 0, chrX: 0, chrY: 0

NA20355 chr1: 0, chr10: 0, chr11: 0, chr12: 0, chr13: 0, chr14: 0, chr15: 0, chr16: 0, chr17: 0, chr18: 0, chr19: 0, chr2: 0, chr20: 0, chr21: 0, chr22: 0, chr3: 0, chr4: 0, chr5: 0, chr6: 0, chr7: 0, chr8: 0, chr9: 0, chr16_KI270853v1_alt: 0, chr17_KI270857v1_alt: 0, chr15_KI270905v1_alt: 0, chrX: 0, chrY: 0

NA20503 chr1: 0, chr10: 0, chr11: 0, chr12: 0, chr13: 0, chr14: 0, chr15: 0, chr16: 0, chr17: 0, chr18: 0, chr19: 0, chr2: 0, chr20: 0, chr21: 0, chr22: 0, chr3: 0, chr4: 0, chr5: 0, chr6: 0, chr7: 0, chr8: 0, chr9: 0, chr16_KI270853v1_alt: 0, chr17_KI270857v1_alt: 0, chr15_KI270905v1_alt: 0, chrX: 0, chrY: 0

NA20506 chr1: 0, chr10: 0, chr11: 0, chr12: 0, chr13: 0, chr14: 0, chr15: 0, chr16: 0, chr17: 0, chr18: 0, chr19: 0, chr2: 0, chr20: 0, chr21: 0, chr22: 0, chr3: 0, chr4: 0, chr5: 0, chr6: 0, chr7: 0, chr8: 0, chr9: 0, chr16_KI270853v1_alt: 0, chr17_KI270857v1_alt: 0, chr15_KI270905v1_alt: 0, chrX: 0, chrY: 0

NA20507 chr1: 0, chr10: 0, chr11: 0, chr12: 0, chr13: 0, chr14: 0, chr15: 0, chr16: 0, chr17: 0, chr18: 0, chr19: 0, chr2: 0, chr20: 0, chr21: 0, chr22: 0, chr3: 0, chr4: 0, chr5: 0, chr6: 0, chr7: 0, chr8: 0, chr9: 0, chr16_KI270853v1_alt: 0, chr17_KI270857v1_alt: 0, chr15_KI270905v1_alt: 0, chrX: 0, chrY: 0

NA20511 chr1: 0, chr10: 0, chr11: 0, chr12: 0, chr13: 0, chr14: 0, chr15: 0, chr16: 0, chr17: 0, chr18: 0, chr19: 0, chr2: 0, chr20: 0, chr21: 0, chr22: 0, chr3: 0, chr4: 0, chr5: 0, chr6: 0, chr7: 0, chr8: 0, chr9: 0, chr16_KI270853v1_alt: 0, chr17_KI270857v1_alt: 0, chr15_KI270905v1_alt: 0, chrX: 0, chrY: 0

NA20761 chr1: 0, chr10: 0, chr11: 0, chr12: 0, chr13: 0, chr14: 0, chr15: 0, chr16: 0, chr17: 0, chr18: 0, chr19: 0, chr2: 0, chr20: 0, chr21: 0, chr22: 0, chr3: 0, chr4: 0, chr5: 0, chr6: 0, chr7: 0, chr8: 0, chr9: 0, chr16_KI270853v1_alt: 0, chr17_KI270857v1_alt: 0, chr15_KI270905v1_alt: 0, chrX: 0, chrY: 0

NA20864 chr1: 0, chr10: 0, chr11: 0, chr12: 0, chr13: 0, chr14: 0, chr15: 0, chr16: 0, chr17: 0, chr18: 0, chr19: 0, chr2: 0, chr20: 0, chr21: 0, chr22: 0, chr3: 0, chr4: 0, chr5: 0, chr6: 0, chr7: 0, chr8: 0, chr9: 0, chr16_KI270853v1_alt: 0, chr17_KI270857v1_alt: 0, chr15_KI270905v1_alt: 0, chrX: 0, chrY: 0

NA20900 chr1: 0, chr10: 0, chr11: 0, chr12: 0, chr13: 0, chr14: 0, chr15: 0, chr16: 0, chr17: 0, chr18: 0, chr19: 0, chr2: 0, chr20: 0, chr21: 0, chr22: 0, chr3: 0, chr4: 0, chr5: 0, chr6: 0, chr7: 0, chr8: 0, chr9: 0, chr16_KI270853v1_alt: 0, chr17_KI270857v1_alt: 0, chr15_KI270905v1_alt: 0, chrX: 0, chrY: 0

NA21092 chr1: 0, chr10: 0, chr11: 0, chr12: 0, chr13: 0, chr14: 0, chr15: 0, chr16: 0, chr17: 0, chr18: 0, chr19: 0, chr2: 0, chr20: 0, chr21: 0, chr22: 0, chr3: 0, chr4: 0, chr5: 0, chr6: 0, chr7: 0, chr8: 0, chr9: 0, chr16_KI270853v1_alt: 0, chr17_KI270857v1_alt: 0, chr15_KI270905v1_alt: 0, chrX: 0, chrY: 0


### Observed over Expected Counts

Samples: HG00097, HG00105, HG00106, HG00125, HG00145, HG00171, HG00173, HG00313, HG00324, HG00376, HG00407, HG00699, HG00956, HG01501, HG01503, HG01504, HG01522, HG01596, HG01770, HG01880, HG01882, HG01886, HG01890, HG01986, HG02013, HG02085, HG02372, HG02511, HG02651, HG02691, HG02813, HG02814, HG02840, HG02852, HG02878, HG02895, HG02977, HG02981, HG02982, HG03076, HG03078, HG03105, HG03139, HG03157, HG03267, HG03303, HG03436, HG03437, HG03446, HG03558, HG03572, HG03603, HG03619, HG03672, HG03723, HG03790, HG03814, NA06989, NA11840, NA12046, NA12234, NA12347, NA18488, NA18498, NA18499, NA18526, NA18530, NA18645, NA18858, NA18870, NA18946, NA18993, NA19001, NA19020, NA19036, NA19175, NA19184, NA19201, NA19307, NA19324, NA19347, NA19372, NA19922, NA20274, NA20339, NA20342, NA20351, NA20355, NA20503, NA20506, NA20507, NA20511, NA20761, NA20864, NA20900, NA21092

HG00097 chr1: 1, chr10: 1, chr11: 1, chr12: 1, chr13: 0, chr14: 0, chr15: 1, chr16: 1, chr17: 1, chr18: 0, chr19: 2, chr2: 1, chr20: 1, chr21: 0, chr22: 1, chr3: 0, chr4: 0, chr5: 0, chr6: 0, chr7: 0, chr8: 0, chr9: 0, chr16_KI270853v1_alt: 2, chr17_KI270857v1_alt: 1, chr15_KI270905v1_alt: 0, chrX: 1, chrY: 0

HG00105 chr1: 1, chr10: 1, chr11: 1, chr12: 1, chr13: 0, chr14: 0, chr15: 1, chr16: 1, chr17: 1, chr18: 0, chr19: 2, chr2: 1, chr20: 1, chr21: 0, chr22: 1, chr3: 0, chr4: 0, chr5: 0, chr6: 0, chr7: 1, chr8: 0, chr9: 0, chr16_KI270853v1_alt: 2, chr17_KI270857v1_alt: 1, chr15_KI270905v1_alt: 0, chrX: 0, chrY: 0

HG00106 chr1: 1, chr10: 1, chr11: 1, chr12: 1, chr13: 0, chr14: 0, chr15: 1, chr16: 1, chr17: 1, chr18: 0, chr19: 2, chr2: 1, chr20: 1, chr21: 0, chr22: 1, chr3: 0, chr4: 0, chr5: 0, chr6: 0, chr7: 0, chr8: 0, chr9: 0, chr16_KI270853v1_alt: 2, chr17_KI270857v1_alt: 1, chr15_KI270905v1_alt: 0, chrX: 1, chrY: 0

HG00125 chr1: 1, chr10: 1, chr11: 1, chr12: 1, chr13: 0, chr14: 0, chr15: 1, chr16: 1, chr17: 1, chr18: 0, chr19: 2, chr2: 0, chr20: 1, chr21: 0, chr22: 1, chr3: 0, chr4: 0, chr5: 0, chr6: 0, chr7: 1, chr8: 0, chr9: 1, chr16_KI270853v1_alt: 1, chr17_KI270857v1_alt: 1, chr15_KI270905v1_alt: 0, chrX: 0, chrY: 0

HG00145 chr1: 1, chr10: 1, chr11: 1, chr12: 1, chr13: 0, chr14: 0, chr15: 1, chr16: 1, chr17: 1, chr18: 0, chr19: 1, chr2: 1, chr20: 1, chr21: 0, chr22: 0, chr3: 0, chr4: 0, chr5: 0, chr6: 0, chr7: 1, chr8: 0, chr9: 0, chr16_KI270853v1_alt: 1, chr17_KI270857v1_alt: 1, chr15_KI270905v1_alt: 0, chrX: 0, chrY: 0

HG00171 chr1: 1, chr10: 1, chr11: 1, chr12: 1, chr13: 0, chr14: 0, chr15: 1, chr16: 1, chr17: 1, chr18: 0, chr19: 1, chr2: 0, chr20: 1, chr21: 0, chr22: 1, chr3: 0, chr4: 0, chr5: 0, chr6: 0, chr7: 1, chr8: 0, chr9: 1, chr16_KI270853v1_alt: 1, chr17_KI270857v1_alt: 1, chr15_KI270905v1_alt: 0, chrX: 0, chrY: 0

HG00173 chr1: 1, chr10: 0, chr11: 1, chr12: 1, chr13: 0, chr14: 0, chr15: 1, chr16: 1, chr17: 1, chr18: 0, chr19: 2, chr2: 1, chr20: 1, chr21: 0, chr22: 1, chr3: 0, chr4: 0, chr5: 0, chr6: 0, chr7: 1, chr8: 0, chr9: 0, chr16_KI270853v1_alt: 2, chr17_KI270857v1_alt: 1, chr15_KI270905v1_alt: 0, chrX: 1, chrY: 0

HG00313 chr1: 1, chr10: 1, chr11: 1, chr12: 1, chr13: 0, chr14: 0, chr15: 1, chr16: 1, chr17: 1, chr18: 0, chr19: 2, chr2: 0, chr20: 1, chr21: 0, chr22: 1, chr3: 0, chr4: 0, chr5: 0, chr6: 0, chr7: 0, chr8: 0, chr9: 1, chr16_KI270853v1_alt: 1, chr17_KI270857v1_alt: 1, chr15_KI270905v1_alt: 0, chrX: 0, chrY: 0

HG00324 chr1: 1, chr10: 1, chr11: 1, chr12: 1, chr13: 0, chr14: 0, chr15: 1, chr16: 1, chr17: 1, chr18: 0, chr19: 2, chr2: 0, chr20: 1, chr21: 0, chr22: 1, chr3: 0, chr4: 0, chr5: 0, chr6: 0, chr7: 0, chr8: 0, chr9: 1, chr16_KI270853v1_alt: 1, chr17_KI270857v1_alt: 1, chr15_KI270905v1_alt: 0, chrX: 0, chrY: 0

HG00376 chr1: 1, chr10: 1, chr11: 1, chr12: 1, chr13: 0, chr14: 0, chr15: 1, chr16: 1, chr17: 1, chr18: 0, chr19: 2, chr2: 0, chr20: 1, chr21: 0, chr22: 1, chr3: 0, chr4: 0, chr5: 0, chr6: 0, chr7: 1, chr8: 0, chr9: 1, chr16_KI270853v1_alt: 1, chr17_KI270857v1_alt: 1, chr15_KI270905v1_alt: 0, chrX: 0, chrY: 0

HG00407 chr1: 1, chr10: 1, chr11: 1, chr12: 1, chr13: 0, chr14: 0, chr15: 0, chr16: 1, chr17: 1, chr18: 0, chr19: 2, chr2: 0, chr20: 1, chr21: 0, chr22: 1, chr3: 0, chr4: 0, chr5: 0, chr6: 0, chr7: 1, chr8: 0, chr9: 1, chr16_KI270853v1_alt: 1, chr17_KI270857v1_alt: 1, chr15_KI270905v1_alt: 0, chrX: 0, chrY: 0

HG00699 chr1: 1, chr10: 1, chr11: 1, chr12: 1, chr13: 0, chr14: 0, chr15: 1, chr16: 1, chr17: 1, chr18: 0, chr19: 2, chr2: 0, chr20: 1, chr21: 0, chr22: 1, chr3: 0, chr4: 0, chr5: 0, chr6: 0, chr7: 0, chr8: 0, chr9: 1, chr16_KI270853v1_alt: 1, chr17_KI270857v1_alt: 1, chr15_KI270905v1_alt: 0, chrX: 0, chrY: 0

HG00956 chr1: 1, chr10: 1, chr11: 1, chr12: 1, chr13: 0, chr14: 0, chr15: 0, chr16: 1, chr17: 1, chr18: 0, chr19: 2, chr2: 0, chr20: 1, chr21: 0, chr22: 1, chr3: 0, chr4: 0, chr5: 0, chr6: 0, chr7: 1, chr8: 0, chr9: 1, chr16_KI270853v1_alt: 1, chr17_KI270857v1_alt: 1, chr15_KI270905v1_alt: 0, chrX: 0, chrY: 0

HG01501 chr1: 1, chr10: 1, chr11: 1, chr12: 1, chr13: 0, chr14: 0, chr15: 1, chr16: 1, chr17: 1, chr18: 0, chr19: 2, chr2: 1, chr20: 1, chr21: 0, chr22: 1, chr3: 0, chr4: 0, chr5: 0, chr6: 0, chr7: 0, chr8: 0, chr9: 0, chr16_KI270853v1_alt: 2, chr17_KI270857v1_alt: 1, chr15_KI270905v1_alt: 0, chrX: 1, chrY: 0

HG01503 chr1: 1, chr10: 1, chr11: 1, chr12: 1, chr13: 0, chr14: 0, chr15: 1, chr16: 1, chr17: 1, chr18: 0, chr19: 2, chr2: 1, chr20: 1, chr21: 0, chr22: 1, chr3: 0, chr4: 0, chr5: 0, chr6: 0, chr7: 1, chr8: 0, chr9: 0, chr16_KI270853v1_alt: 2, chr17_KI270857v1_alt: 1, chr15_KI270905v1_alt: 0, chrX: 0, chrY: 0

HG01504 chr1: 1, chr10: 1, chr11: 1, chr12: 1, chr13: 0, chr14: 0, chr15: 1, chr16: 1, chr17: 1, chr18: 0, chr19: 2, chr2: 1, chr20: 1, chr21: 0, chr22: 1, chr3: 0, chr4: 0, chr5: 0, chr6: 0, chr7: 1, chr8: 0, chr9: 0, chr16_KI270853v1_alt: 2, chr17_KI270857v1_alt: 1, chr15_KI270905v1_alt: 0, chrX: 1, chrY: 0

HG01522 chr1: 1, chr10: 1, chr11: 1, chr12: 1, chr13: 0, chr14: 0, chr15: 1, chr16: 1, chr17: 1, chr18: 0, chr19: 2, chr2: 1, chr20: 0, chr21: 0, chr22: 0, chr3: 0, chr4: 0, chr5: 0, chr6: 0, chr7: 0, chr8: 0, chr9: 0, chr16_KI270853v1_alt: 1, chr17_KI270857v1_alt: 1, chr15_KI270905v1_alt: 0, chrX: 1, chrY: 0

HG01596 chr1: 1, chr10: 1, chr11: 1, chr12: 1, chr13: 0, chr14: 0, chr15: 1, chr16: 1, chr17: 1, chr18: 0, chr19: 2, chr2: 0, chr20: 1, chr21: 0, chr22: 1, chr3: 0, chr4: 0, chr5: 0, chr6: 0, chr7: 0, chr8: 0, chr9: 1, chr16_KI270853v1_alt: 1, chr17_KI270857v1_alt: 1, chr15_KI270905v1_alt: 0, chrX: 0, chrY: 0

HG01770 chr1: 1, chr10: 1, chr11: 1, chr12: 1, chr13: 0, chr14: 0, chr15: 1, chr16: 1, chr17: 1, chr18: 0, chr19: 2, chr2: 1, chr20: 1, chr21: 0, chr22: 1, chr3: 0, chr4: 0, chr5: 0, chr6: 0, chr7: 0, chr8: 0, chr9: 0, chr16_KI270853v1_alt: 2, chr17_KI270857v1_alt: 1, chr15_KI270905v1_alt: 0, chrX: 1, chrY: 0

HG01880 chr1: 1, chr10: 1, chr11: 1, chr12: 1, chr13: 0, chr14: 0, chr15: 1, chr16: 1, chr17: 1, chr18: 0, chr19: 2, chr2: 0, chr20: 1, chr21: 0, chr22: 1, chr3: 0, chr4: 0, chr5: 0, chr6: 0, chr7: 0, chr8: 0, chr9: 1, chr16_KI270853v1_alt: 1, chr17_KI270857v1_alt: 1, chr15_KI270905v1_alt: 0, chrX: 0, chrY: 0

HG01882 chr1: 1, chr10: 1, chr11: 1, chr12: 1, chr13: 0, chr14: 0, chr15: 1, chr16: 1, chr17: 1, chr18: 0, chr19: 1, chr2: 0, chr20: 1, chr21: 0, chr22: 1, chr3: 0, chr4: 0, chr5: 0, chr6: 0, chr7: 1, chr8: 0, chr9: 1, chr16_KI270853v1_alt: 1, chr17_KI270857v1_alt: 1, chr15_KI270905v1_alt: 0, chrX: 0, chrY: 0

HG01886 chr1: 1, chr10: 1, chr11: 1, chr12: 1, chr13: 0, chr14: 0, chr15: 1, chr16: 1, chr17: 1, chr18: 0, chr19: 2, chr2: 1, chr20: 1, chr21: 0, chr22: 0, chr3: 0, chr4: 0, chr5: 0, chr6: 0, chr7: 0, chr8: 0, chr9: 0, chr16_KI270853v1_alt: 1, chr17_KI270857v1_alt: 1, chr15_KI270905v1_alt: 0, chrX: 1, chrY: 0

HG01890 chr1: 1, chr10: 1, chr11: 1, chr12: 1, chr13: 0, chr14: 0, chr15: 1, chr16: 1, chr17: 1, chr18: 0, chr19: 2, chr2: 1, chr20: 1, chr21: 0, chr22: 1, chr3: 0, chr4: 0, chr5: 0, chr6: 0, chr7: 1, chr8: 0, chr9: 0, chr16_KI270853v1_alt: 2, chr17_KI270857v1_alt: 1, chr15_KI270905v1_alt: 0, chrX: 0, chrY: 0

HG01986 chr1: 1, chr10: 1, chr11: 1, chr12: 1, chr13: 0, chr14: 0, chr15: 1, chr16: 1, chr17: 1, chr18: 0, chr19: 2, chr2: 0, chr20: 1, chr21: 0, chr22: 1, chr3: 0, chr4: 0, chr5: 0, chr6: 0, chr7: 1, chr8: 0, chr9: 1, chr16_KI270853v1_alt: 1, chr17_KI270857v1_alt: 1, chr15_KI270905v1_alt: 0, chrX: 0, chrY: 0

HG02013 chr1: 1, chr10: 1, chr11: 1, chr12: 1, chr13: 0, chr14: 0, chr15: 1, chr16: 1, chr17: 1, chr18: 0, chr19: 2, chr2: 0, chr20: 1, chr21: 0, chr22: 1, chr3: 0, chr4: 0, chr5: 0, chr6: 0, chr7: 1, chr8: 0, chr9: 1, chr16_KI270853v1_alt: 1, chr17_KI270857v1_alt: 1, chr15_KI270905v1_alt: 0, chrX: 0, chrY: 0

HG02085 chr1: 1, chr10: 1, chr11: 1, chr12: 1, chr13: 0, chr14: 0, chr15: 1, chr16: 1, chr17: 1, chr18: 0, chr19: 2, chr2: 1, chr20: 1, chr21: 0, chr22: 1, chr3: 0, chr4: 0, chr5: 0, chr6: 0, chr7: 1, chr8: 0, chr9: 0, chr16_KI270853v1_alt: 2, chr17_KI270857v1_alt: 1, chr15_KI270905v1_alt: 0, chrX: 0, chrY: 0

HG02372 chr1: 1, chr10: 1, chr11: 1, chr12: 1, chr13: 0, chr14: 0, chr15: 1, chr16: 1, chr17: 1, chr18: 0, chr19: 2, chr2: 0, chr20: 1, chr21: 0, chr22: 1, chr3: 0, chr4: 0, chr5: 0, chr6: 0, chr7: 0, chr8: 0, chr9: 1, chr16_KI270853v1_alt: 1, chr17_KI270857v1_alt: 1, chr15_KI270905v1_alt: 0, chrX: 0, chrY: 0

